Identifiant;Statut;Motif du refus;Domaine;Activité;Commune;Rue;Type d'ouvrage;Code ouvrage;Num. DI;Ordre de travail;Programme;Créé le;Entreprise;Date Intervention;Intervenant;Observation;Durée Intervention;obs_clean;remplacement_fusible;remplacement_ampoule;remplacement_driver;remplacement_boite_derivation;remplacement_driver_et_connexions;pose_lanterne_provisoire;separation_phases_cablage;plateau_led_hs;reenclenchement_disjoncteur;reprise_raccordement;refection_connexions;resume_ia
44004919;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE DU VERGER;Luminaire;K892_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004917;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE DU VERGER;Luminaire;K890_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004915;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE DU VERGER;Luminaire;K889_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004913;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE DU VERGER;Luminaire;K888_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004911;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE DU VERGER;Luminaire;K887_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004909;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE VIRGINIE HERIOT;Luminaire;K883_2;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004907;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE VIRGINIE HERIOT;Luminaire;C1276;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004905;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE VIRGINIE HERIOT;Luminaire;C1105_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004903;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE DU VERGER;Luminaire;K891_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004901;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JULIEN FURIC DU RUN;Luminaire;C1023_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004899;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FREDERIC LE GUYADER;Luminaire;C1024_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004897;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE DE PEN RUIC;Luminaire;C1030_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004895;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE DE PEN RUIC;Luminaire;C1031_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004893;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH SALAUN;Luminaire;C1029_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004891;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH SALAUN;Luminaire;C1028_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004889;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FREDERIC LE GUYADER;Luminaire;C1025_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004887;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FREDERIC LE GUYADER;Luminaire;C1026_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004885;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE FREDERIC LE GUYADER;Luminaire;C1027_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004883;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE DE CREAC'H AL LAN;Luminaire;C726_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004881;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE DE CREAC'H AL LAN;Luminaire;C727_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004879;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE DE PEN RUIC;Luminaire;C728_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004877;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE DE CREAC'H AL LAN;Luminaire;C729_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004875;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE DE CREAC'H AL LAN;Luminaire;C730_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004873;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH SALAUN;Luminaire;C731_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004871;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE DE CREAC'H AL LAN;Luminaire;C732_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004869;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE DE CREAC'H AL LAN;Luminaire;C733_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004867;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE PATEROUR;Luminaire;K906_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004865;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE PATEROUR;Luminaire;K904_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004863;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE PATEROUR;Luminaire;K905_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004861;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE PATEROUR;Luminaire;K903_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004859;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE PATEROUR;Luminaire;K896_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004857;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE PATEROUR;Luminaire;K898_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004855;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE PATEROUR;Luminaire;K899_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004853;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PIERRE PATEROUR;Luminaire;K900_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004851;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K2135;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004849;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K2134;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004847;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K2133;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004845;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K2132;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004843;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K2131;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004841;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K1707_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004839;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K2108;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004837;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K1713_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004835;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K1712_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004833;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K1711_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004831;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K1710_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004829;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K1709_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004827;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K1708_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004825;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K1706_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004823;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K1705_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004821;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K1704_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004819;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K1703_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004817;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K1702_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004815;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K1701_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004813;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE JOSEPH LOTH;Luminaire;K1700_1;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004811;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE PERE MAUNOIR;Luminaire;K1971;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004809;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALEZ AN EOSTIGED;Luminaire;K1970_2;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004807;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALEZ AN EOSTIGED;Luminaire;K1969;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004805;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALEZ AN EOSTIGED;Luminaire;K1968;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004803;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALEZ AN EOSTIGED;Luminaire;K1967;;429.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004801;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;ROUTE DE BENODET;Luminaire;E2242_1;;434.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;Remplacement du driver essai ok;;remplacement du driver essai ok;non;non;oui;non;oui;non;non;non;non;non;non;remplacement driver, remplacement driver et connexions
44004799;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;BOULEVARD DUPLEIX;Luminaire;C493_1;11465.0;;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;Mise en marche de l'armoire, tout fonctionne normalement, RAS;;mise en marche de l'armoire, tout fonctionne normalement, ras;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004797;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE AMPERE;Luminaire;E1834_1;;434.0;;09/01/2025;CITEOS QUIMPER;2025-01-09;CITEOS_EQUIPE 2;Remplacement du driver, le plateau Led ne fonctionne pas en totalité, Prévoir Remplacement du luminaire;;remplacement du driver, le plateau led ne fonctionne pas en totalité, prévoir remplacement du luminaire;non;non;oui;non;oui;non;non;oui;non;non;non;remplacement driver, remplacement driver et connexions, plateau led hs
44004795;Validé;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE TOUL AN AVEL;Luminaire;E960_1;11463.0;;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;Remplacement du driver essai ok;;remplacement du driver essai ok;non;non;oui;non;oui;non;non;non;non;non;non;remplacement driver, remplacement driver et connexions
44004793;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;AVENUE DE TY BOS;Luminaire;E662_1;;434.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;Remplacement de la varistance dans le classe2;;remplacement de la varistance dans le classe2;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004791;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;AVENUE DE TY BOS;Luminaire;E3048_1;;434.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;RAS;;ras;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004789;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE DE CONCARNEAU;Luminaire;E2593_1;;434.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;RAS;;ras;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004787;A valider;;Eclairage public;Curatif Armoire;QUIMPER;RUE HENRI BARBUSSE;Armoire;197;11461.0;;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;Plus d'alimentation énédis;;plus d'alimentation énédis;non;non;non;non;non;non;oui;non;non;non;non;separation phases cablage
44004785;A valider;;Eclairage public;Curatif Armoire;QUIMPER;RUE HENRI BARBUSSE;Armoire;197;11461.0;;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;Plus d'alimentation énédis;;plus d'alimentation énédis;non;non;non;non;non;non;oui;non;non;non;non;separation phases cablage
44004783;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;AVENUE DE KERGOAT AL LEZ;Luminaire;E2678_1;;434.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;RAS;;ras;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004781;Validé;;Eclairage public;Curatif Point Lumineux;QUIMPER;RUE DES RESEDAS;Luminaire;E1949_1;;434.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;Luminaire hs, Prévoir son remplacement;;luminaire hs, prévoir son remplacement;non;non;non;non;non;non;non;oui;non;non;non;plateau led hs
44004779;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALEZ AN EOSTIGED;Luminaire;K1965;;429.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004777;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALEZ AN EOSTIGED;Luminaire;K1964;;429.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004775;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;BOULEVARD DE CREAC'H GWEN;Luminaire;E3282;;434.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004773;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE MARIE ROSE LE BLOCH;Luminaire;K1955;;429.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004771;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE FRANCOIS KERBOURC'H;Luminaire;K579_1;;429.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004769;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE FRANCOIS KERBOURC'H;Luminaire;K580_1;;429.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004767;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE FRANCOIS KERBOURC'H;Luminaire;K582_1;;429.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004765;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE FRANCOIS KERBOURC'H;Luminaire;K583_1;;429.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004763;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;ALLEE FRANCOIS KERBOURC'H;Luminaire;K584_1;;429.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004761;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE SANTIK DU;Luminaire;K675_1;;429.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004759;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;ALLEES DE LOCMARIA;Luminaire;C454_1;;434.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;RAS;;ras;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004757;A valider;;Eclairage public;Curatif Point Lumineux;QUIMPER;ALLEES DE LOCMARIA;Luminaire;C432_1;;434.0;;08/01/2025;CITEOS QUIMPER;2025-01-08;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004755;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE YVON LE BERRE;Luminaire;K437_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004753;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CHARLES CHASSE;Luminaire;K1581_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004751;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CHARLES CHASSE;Luminaire;K463_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004749;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE YVON LE BERRE;Luminaire;K436_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004747;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE YVON LE BERRE;Luminaire;K495_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004745;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE YVON LE BERRE;Luminaire;K496_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004743;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE YVON LE BERRE;Luminaire;K497_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004741;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CHARLES CHASSE;Luminaire;K438_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004739;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CHARLES CHASSE;Luminaire;K439_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004737;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE LEON BLOY;Luminaire;K440_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004735;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CHARLES CHASSE;Luminaire;K441_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
44004733;Validé;;Eclairage public;Préventif Point Lumineux;QUIMPER;RUE CHARLES CHASSE;Luminaire;K442_1;;429.0;;07/01/2025;CITEOS QUIMPER;2025-01-07;CITEOS_EQUIPE 2;;;;non;non;non;non;non;non;non;non;non;non;non;aucune opération détectée
